Well API,Well Tier,Well Type,Operator Name,Field,Well Designation,CalGEM District,County,Lease,City,Latitude,Longitude,View in WellFinder,x,y
0405901289,Inaccessible,Oil & Gas,Henry Whitcup,Any Field,1,Southern,Orange,Unspecified,Costa Mesa,33.62833405,-117.9107132,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405901289&config=WellFinder,193912.05539999902,-485248.1292000003
0405901287,Inaccessible,Oil & Gas,Westminster Oil Co.,Any Field,1,Southern,Orange,Unspecified,Westminster,33.74421692,-118.0002594,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405901287&config=WellFinder,185331.3482999988,-472580.8482999997
0405901286,Inaccessible,Oil & Gas,"Western Oil & Refining Co., Gillis, Rec.",Any Field,Adams 1,Southern,Orange,Adams,Costa Mesa,33.67666626,-117.91983795,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405901286&config=WellFinder,192947.7349999994,-479909.0685999999
0405901275,Inaccessible,Oil & Gas,U. S. Petro. Syndicate,Any Field,1,Southern,Orange,Unspecified,Newport Beach,33.62267685,-117.9185791,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405901275&config=WellFinder,193195.89229999855,-485891.2737999996
0405901271,Tier 2,Oil & Gas,Union Oil Company of California,Any Field,Placentia Orchard 1,Southern,Orange,Placentia Orchard,Placentia,33.86951828,-117.87710571,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405901271&config=WellFinder,196431.90670000017,-458440.50299999956
0405901267,Tier 3,Oil & Gas,Union Oil Company of California,Any Field,Bastanchury 6,Southern,Orange,Bastanchury,Fullerton,33.88513184,-117.9316864,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405901267&config=WellFinder,191344.60979999974,-456820.89180000033
0405901231,Tier 3,Oil & Gas,Tepathol Oil Co.,Any Field,1,Southern,Orange,Unspecified,Orange County,33.66514587,-117.56223297,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405901231&config=WellFinder,226143.64970000088,-480395.71609999985
0405901195,Tier 3,Oil & Gas,Sunrise Consolidated Oil Co.,Any Field,1,Southern,Orange,Unspecified,Orange County,33.68655777,-117.60674286,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405901195&config=WellFinder,221955.59439999983,-478127.4988000002
0405901192,Inaccessible,Dry Hole,Leo Stein,Any Field,1,Southern,Orange,Unspecified,Huntington Beach,33.71584702,-118.03967285,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405901192&config=WellFinder,181744.1911999993,-475802.34609999973
0405901153,Inaccessible,Oil & Gas,South Fullerton Oil Co.,Any Field,1,Southern,Orange,Unspecified,Aliso Viejo,33.59312057,-117.71988678,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405901153&config=WellFinder,211713.65239999816,-488743.0820000004
0405901109,Inaccessible,Oil & Gas,Portland Petroleum Corp.,Any Field,Borchard 1,Southern,Orange,Borchard,Costa Mesa,33.67956161,-117.92002106,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405901109&config=WellFinder,192923.71059999987,-479588.4784000004
0405901106,Inaccessible,Oil & Gas,Penn Drilling Co.,Any Field,1,Southern,Orange,Unspecified,Orange,33.796952,-117.835166,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405901106&config=WellFinder,200495.65100000054,-466398.35890000034
0405901103,Inaccessible,Oil & Gas,Painted Hills Oil Ass'n,Any Field,1,Southern,Orange,Unspecified,Huntington Beach,33.71964264,-118.03344727,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405901103&config=WellFinder,182312.5560999997,-475369.60059999954
0405901099,Inaccessible,Oil & Gas,Orange County Petroleum Co.,Any Field,1,Southern,Orange,Unspecified,Orange,33.80891418,-117.77183533,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405901099&config=WellFinder,206328.73550000042,-464936.2622999996
0405901098,Tier 3,Dry Hole,Orange Community Oil Association,Any Field,1,Southern,Orange,Unspecified,Orange,33.80117035,-117.84552002,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405901098&config=WellFinder,199526.25690000132,-465952.5207000002
0405901096,Inaccessible,Oil & Gas,Olive-Ventura Oil Corp.,Any Field,1,Southern,Orange,Unspecified,Orange,33.83607864,-117.81804657,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405901096&config=WellFinder,201981.02219999954,-462024.0443000002
0405901093,Inaccessible,Oil & Gas,Northland Oil Co.,Any Field,1,Southern,Orange,Unspecified,Irvine,33.63684082,-117.79914093,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405901093&config=WellFinder,204243.5956000015,-484070.90299999993
0405901091,Inaccessible,Oil & Gas,Norswing & Halvorson,Any Field,1,Southern,Orange,Unspecified,Laguna Niguel,33.5012207,-117.68902588,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405901091&config=WellFinder,214826.89609999955,-498859.0329
0405901089,Inaccessible,Oil & Gas,Newport Petro. Corp.,Any Field,Tunnel 1,Southern,Orange,Tunnel,Newport Beach,33.6219635,-117.9176712,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405901089&config=WellFinder,193281.88580000028,-485968.4961000001
0405901088,Inaccessible,Oil & Gas,Newport Petro. Corp.,Any Field,4,Southern,Orange,Unspecified,Newport Beach,33.62053299,-117.91572571,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405901088&config=WellFinder,193465.92269999906,-486123.0957000004
0405901086,Inaccessible,Oil & Gas,Newport Petro. Corp.,Any Field,1,Southern,Orange,Unspecified,Newport Beach,33.62039185,-117.9180069,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405901086&config=WellFinder,193254.557599999,-486143.39300000016
0405900995,Inaccessible,Oil & Gas,Roy Hartman,Any Field,1,Southern,Orange,Unspecified,Aliso Viejo,33.58517456,-117.7305069,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405900995&config=WellFinder,210748.83089999855,-489647.4589999998
0405900993,Inaccessible,Oil & Gas,H. T. & K. Syndicate,Any Field,1,Southern,Orange,Unspecified,Irvine,33.64567947,-117.79719543,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405900993&config=WellFinder,204401.34050000086,-483086.9770999998
0405900988,Inaccessible,Oil & Gas,Great American Petroleum Co.,Any Field,1,Southern,Orange,Unspecified,Costa Mesa,33.65248871,-117.89746094,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405900988&config=WellFinder,195082.434799999,-482543.41860000044
0405900978,Inaccessible,Oil & Gas,Fairview Oil Co.,Any Field,2,Southern,Orange,Unspecified,Costa Mesa,33.68014145,-117.93191528,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405900978&config=WellFinder,191819.26900000125,-479548.3342000004
0405900977,Inaccessible,Oil & Gas,Fairview Oil Co.,Any Field,1,Southern,Orange,Unspecified,Costa Mesa,33.67733383,-117.93582916,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405900977&config=WellFinder,191463.08529999852,-479867.48429999966
0405900976,Inaccessible,Oil & Gas,Explorers Drilling Co.,Any Field,Norris 1,Southern,Orange,Norris,Costa Mesa,33.66784668,-117.93015289,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405900976&config=WellFinder,192012.46759999916,-480907.6951000001
0405900971,Inaccessible,Oil & Gas,"Domain Development Corp., Ltd.",Any Field,Trabuco 1,Southern,Orange,Trabuco,Orange County,33.67759705,-117.59102631,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405900971&config=WellFinder,223438.10240000114,-479083.8443
0405900970,Inaccessible,Oil & Gas,Dolke-Thomas Oil Synd.,Any Field,1B,Southern,Orange,Unspecified,Fullerton,33.88455582,-117.91751862,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405900970&config=WellFinder,192656.48999999836,-456856.0701000001
0405900969,Inaccessible,Oil & Gas,Dolke-Thomas Oil Synd.,Any Field,1A,Southern,Orange,Unspecified,Fullerton,33.88462067,-117.91751862,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405900969&config=WellFinder,192656.33199999854,-456848.8794
0405900968,Inaccessible,Oil & Gas,Dolke-Thomas Oil Synd.,Any Field,1,Southern,Orange,Unspecified,Fullerton,33.88469315,-117.91752625,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405900968&config=WellFinder,192655.44970000163,-456840.85830000043
0405900966,Inaccessible,Oil & Gas,J. H. Dennis,Any Field,1,Southern,Orange,Unspecified,Costa Mesa,33.64358521,-117.92922211,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405900966&config=WellFinder,192157.5496999994,-483595.2385
0405900894,Inaccessible,Oil & Gas,W. S. Collins,Any Field,3,Southern,Orange,Unspecified,Costa Mesa,33.6532135,-117.89793396,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405900894&config=WellFinder,195036.7718999982,-482464.04839999974
0405900893,Inaccessible,Oil & Gas,W. S. Collins,Any Field,2,Southern,Orange,Unspecified,Newport Beach,33.64662552,-117.89777374,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405900893&config=WellFinder,195067.83060000092,-483193.99810000043
0405900887,Inaccessible,Oil & Gas,O. K. Carr,Any Field,1,Southern,Orange,Unspecified,San Juan Capistrano,33.47879028,-117.67018127,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405900887&config=WellFinder,216639.41840000078,-501301.9517000001
0405900886,Inaccessible,Oil & Gas,Capitol Oil Co.,Any Field,1,Southern,Orange,Unspecified,Yorba Linda,33.87997818,-117.74629211,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405900886&config=WellFinder,208506.2611999996,-457001.3792000003
0405900884,Tier 2,Oil & Gas,Calny Oil Co.,Any Field,Irvine 1,Southern,Orange,Irvine,Irvine,33.67639923,-117.71601868,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405900884&config=WellFinder,211850.32299999893,-479503.5532999998
0405900868,Inaccessible,Oil & Gas,B.A.L. Oil Co.,Any Field,B.A.L. 1,Southern,Orange,B.A.L.,Fountain Valley,33.69038773,-117.97706604,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405900868&config=WellFinder,187607.86769999936,-478502.81549999956
0405900526,Inaccessible,Oil & Gas,Ross & Gibson,"Newport, West",Newland 1,Southern,Orange,Newland,Huntington Beach,33.65799332,-117.97395325,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405900526&config=WellFinder,187973.25679999962,-482087.74760000035
0405900127,Tier 2,Oil & Gas,John A. Thomas,Huntington Beach,Bolsa 66,Southern,Orange,Bolsa,Orange County,33.69501877,-118.01939392,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405900127&config=WellFinder,183672.23440000042,-478072.3053000001
0405900126,Tier 2,Oil & Gas,John A. Thomas,Huntington Beach,Bolsa 55-A,Southern,Orange,Bolsa,Orange County,33.69075394,-118.01931763,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405900126&config=WellFinder,183689.18690000102,-478544.95239999983
0405321119,Tier 3,Oil & Gas,Fred Cagle,McCool Ranch,Brinan A 4,Northern,Monterey,Brinan A,Monterey County,36.01220322,-120.86203003,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405321119&config=WellFinder,-77604.95760000125,-222407.99280000012
0405321118,Tier 3,Water Disposal,Fred Cagle,McCool Ranch,Brinan A 3,Northern,Monterey,Brinan A,Monterey County,36.01715469,-120.86599731,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405321118&config=WellFinder,-77957.08549999818,-221854.608
0405320935,Tier 3,Oil & Gas,Fred Cagle,McCool Ranch,Brinan A 1,Northern,Monterey,Brinan A,Monterey County,36.0091362,-120.86123657,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405320935&config=WellFinder,-77536.62220000103,-222749.40070000011
0404700010,Tier 3,Dry Hole,"Delhi Oil Association, Ltd.",Any Field,1,Northern,Merced,Unspecified,Merced County,37.3908577,-120.81266022,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0404700010&config=WellFinder,-71847.08749999851,-69227.75430000015
0403730503,Inaccessible,Oil & Gas,Manley Oil Co.,Los Angeles City,12,Southern,Los Angeles,Unspecified,Los Angeles,34.06383514,-118.25764465,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403730503&config=WellFinder,160829.07620000094,-437608.6376
0403730502,Inaccessible,Oil & Gas,Manley Oil Co.,Los Angeles City,10,Southern,Los Angeles,Unspecified,Los Angeles,34.06347656,-118.25753021,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403730502&config=WellFinder,160840.36939999834,-437648.21410000045
0403730500,Tier 2,Oil & Gas,Tyler Oil Co.,Los Angeles City,6,Southern,Los Angeles,Unspecified,Los Angeles,34.06688309,-118.24098969,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403730500&config=WellFinder,162359.96220000088,-437242.19799999986
0403730499,Tier 2,Oil & Gas,British Calif. Oil Co.,Los Angeles City,14,Southern,Los Angeles,Unspecified,Los Angeles,34.06690979,-118.24163055,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403730499&config=WellFinder,162300.76190000027,-437240.3339999998
0403730490,Tier 2,Oil & Gas,Tyler Oil Co.,Los Angeles City,21,Southern,Los Angeles,Unspecified,Los Angeles,34.0668335,-118.24206543,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403730490&config=WellFinder,162260.78350000083,-437249.5398000004
0403730489,Tier 2,Oil & Gas,Tyler Oil Co.,Los Angeles City,18,Southern,Los Angeles,Unspecified,Los Angeles,34.06663132,-118.24202728,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403730489&config=WellFinder,162264.72019999847,-437271.8985000001
0403730488,Inaccessible,Oil & Gas,Consolidated Crude Oil Co.,Los Angeles City,27,Southern,Los Angeles,Unspecified,Los Angeles,34.06741714,-118.24304199,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403730488&config=WellFinder,162169.4563000016,-437186.4781999998
0403730487,Inaccessible,Oil & Gas,British Calif. Oil Co.,Los Angeles City,26,Southern,Los Angeles,Unspecified,Los Angeles,34.06749344,-118.24285126,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403730487&config=WellFinder,162186.90190000087,-437177.68939999957
0403730486,Inaccessible,Oil & Gas,A. D. Reese,Los Angeles City,30,Southern,Los Angeles,Unspecified,Los Angeles,34.06725693,-118.24330139,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403730486&config=WellFinder,162145.8456000015,-437204.69099999964
0403726327,Inaccessible,Core Hole,Union Pacific Resources Co.,Wilmington,Union Pacific Core Hole S-6,Southern,Los Angeles,Union Pacific Core Hole,Long Beach,33.769261,-118.235133,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403726327&config=WellFinder,163514.9272999987,-470236.3208999997
0403726325,Inaccessible,Core Hole,Union Pacific Resources Co.,Wilmington,Union Pacific Core Hole S-1,Southern,Los Angeles,Union Pacific Core Hole,Long Beach,33.770791,-118.216756,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403726325&config=WellFinder,165214.15349999815,-470034.82469999976
0403726270,Inaccessible,Oil & Gas,Young & Shaw,Los Angeles City,1,Southern,Los Angeles,Unspecified,Los Angeles,34.06286621,-118.26559448,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403726270&config=WellFinder,160097.3161999993,-437729.5581
0403726269,Inaccessible,Oil & Gas,Young & Shaw,Los Angeles City,4,Southern,Los Angeles,Unspecified,Los Angeles,34.063797,-118.27003479,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403726269&config=WellFinder,159685.61019999906,-437633.8110999996
0403726268,Inaccessible,Oil & Gas,Young & Shaw,Los Angeles City,5,Southern,Los Angeles,Unspecified,Los Angeles,34.06415939,-118.26979828,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403726268&config=WellFinder,159706.70529999956,-437593.2193999998
0403726267,Inaccessible,Oil & Gas,Young & Shaw,Los Angeles City,3,Southern,Los Angeles,Unspecified,Los Angeles,34.06418228,-118.27165221999999,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403726267&config=WellFinder,159535.5507999994,-437593.80200000014
0403726266,Inaccessible,Oil & Gas,Young & Shaw,Los Angeles City,2A,Southern,Los Angeles,Unspecified,Los Angeles,34.06404495,-118.27135468,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403726266&config=WellFinder,159563.28979999945,-437608.53280000016
0403726265,Inaccessible,Oil & Gas,Young & Shaw,Los Angeles City,6,Southern,Los Angeles,Unspecified,Los Angeles,34.06367111,-118.26978302,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403726265&config=WellFinder,159709.10209999979,-437647.34970000014
0403726264,Inaccessible,Oil & Gas,Jesse Yarnell,Los Angeles City,1,Southern,Los Angeles,Unspecified,Los Angeles,34.06430435,-118.26879883,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403726264&config=WellFinder,159798.65520000085,-437575.4576000003
0403726263,Inaccessible,Oil & Gas,Yankee Girl Oil Co.,Los Angeles City,1,Southern,Los Angeles,Unspecified,Los Angeles,34.06303787,-118.25561523,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403726263&config=WellFinder,161018.00759999827,-437693.61930000037
0403726262,Inaccessible,Oil & Gas,Yankee Girl Oil Co.,Los Angeles City,2,Southern,Los Angeles,Unspecified,Los Angeles,34.06291962,-118.25563812,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403726262&config=WellFinder,161016.1363000013,-437706.7734000003
0403726261,Inaccessible,Oil & Gas,Wilson Oil Co.,Los Angeles City,9,Southern,Los Angeles,Unspecified,Los Angeles,34.06492233,-118.28754425,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403726261&config=WellFinder,158067.32140000165,-437538.3400999997
0403726260,Inaccessible,Oil & Gas,Wilson Oil Co.,Los Angeles City,8,Southern,Los Angeles,Unspecified,Los Angeles,34.06493378,-118.28794861,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403726260&config=WellFinder,158029.97850000113,-437537.74430000037
